% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
"55,2","16,98","3799,51","618,164","395,596","972,259","1,77","248,225","245,193","249,983","295,096","306,4","249,192","248,181","539,326","544,937","546,137","536,059","537,01","539,787","542,264","66,63","1,34"
"55,2","16,98","3796,97","618,225","390,234","972,153","1,77","247,676","248,137","249,236","295,096","306,4","247,764","253,147","549,336","548,453","549,855","526,679","534,04","578,876","556,669","66,63","1,34"
"55,2","16,98","3793,34","615,54","400,195","972,047","1,77","248,027","249,104","248,577","295,096","306,4","248,225","250,818","561,348","574,842","543,545","539,496","537,67","604,188","576,254","66,63","1,34"
"55,2","16,98","3778,91","595,459","404,004","971,941","1,77","248,269","253,718","250,488","295,096","306,4","250,269","247,917","562,999","550,712","549,585","558,597","541,584","558,66","548,45","66,63","1,34"
"55,2","16,98","3766,8","598,206","404,297","971,836","1,77","248,489","253,235","250,708","295,096","306,4","251,873","248,027","562,599","548,223","548,396","554,223","544,94","523,091","508,888","66,63","1,34"
"55,2","16,98","3781,45","594,36","398,76","97,173","1,77","247,72","253,125","250,51","295,096","306,4","253,015","251,829","554,891","547,767","558,377","551,756","550,724","541,411","515,291","66,63","1,34"
"55,2","16,98","3791,99","601,013","399,199","971,624","1,77","248,225","251,543","250,488","295,096","306,4","252,334","250,466","551,338","551,283","559,024","544,882","553,319","587,164","555,177","66,63","1,34"
"55,2","16,98","3821,09","630,371","395,098","971,518","1,77","248,291","245,237","250,488","295,096","306,4","253,037","250,269","539,326","541,483","551,689","554,688","562,459","608,612","596,227","66,63","1,34"
"55,2","16,98","3831,25","622,559","398,848","971,412","1,77","249,28","250,488","250,884","295,096","306,4","254,509","250,269","542,079","541,367","559,619","581,519","568,409","585,26","577,963","66,63","1,34"
"55,2","16,98","3821,48","616,394","398,262","971,306","1,77","250,378","255,3","249,939","295,096","306,4","255,059","248,687","549,736","541,48","563,992","555,894","559,042","538,612","535,259","66,63","1,34"
"55,2","16,98","3800,98","629,028","396,826","9,712","1,77","249,697","253,389","248,643","295,096","306,4","252,532","250,093","561,798","554,224","552,229","524,254","538,608","548,86","533,769","66,63","1,34"
"55,2","16,98","3781,25","616,211","402,217","971,094","1,77","250,4","250,752","247,522","295,096","306,4","249,873","252,246","544,581","558,196","552,338","536,912","545,883","600,94","564,394","66,63","1,34"
"55,2","16,98","3765,23","622,314","402,568","970,988","1,77","250,291","243,369","247,412","295,096","306,4","253,367","247,522","547,034","537,069","550,556","551,675","545,931","612,084","586,129","66,63","1,34"
"55,2","16,98","3721,48","616,028","398,848","970,883","1,77","250,269","250,291","250,181","295,096","306,4","253,191","250,137","557,444","556,101","547,424","548,206","531,447","561,796","529,076","66,63","1,34"
"55,2","16,98","3699,22","617,432","399,229","970,777","1,77","249,478","249,961","249,895","295,096","306,4","252,532","248,115","550,437","539,616","552,932","542,035","544,223","520,347","498,678","66,63","1,34"
"55,2","16,98","3670,9","615,479","402,48","970,671","1,77","249,785","253,982","249,631","295,096","306,4","250,686","251,609","554,491","548,221","539,495","547,386","545,82","554,683","532,282","66,63","1,34"
"55,2","16,98","3701,37","622,925","407,578","970,565","1,77","249,829","250,884","249,807","295,096","306,4","247,126","247,28","551,438","539,726","533,079","547,699","554,253","601,276","558,657","66,63","1,34"
"55,2","16,98","3705,08","634,766","394,395","970,459","1,77","250,422","247,324","250,225","295,096","306,4","246,555","252,29","546,984","540,693","541,279","575,434","563,614","578,26","560,645","66,63","1,34"
"55,2","16,98","3763,09","635,986","392,871","970,353","1,77","250,488","246,973","250,269","295,096","306,4","246,533","252,905","546,533","540,92","542,25","578,52","564,55","575,18","560,59","66,63","1,34"
"55,2","16,98","3773,05","620,056","393,662","970,247","1,77","251,477","251,323","249,873","295,096","306,4","247,917","249,346","546,533","552,647","553,905","571,482","563,56","541,412","557,611","66,63","1,34"
"55,2","16,98","3706,64","621,948","396,261","970,141","1,77","254,412","255,008","252,654","295,096","306,4","252,026","251,775","543,53","538,899","534,389","550,617","554,956","529,5","537,883","66,63","1,34"
"55,2","16,98","3576,17","618,927","400,913","970,035","1,77","256,003","255,542","251,257","295,096","306,4","253,433","249,631","522,61","555,642","541,469","531,995","547,445","555,748","550,596","66,63","1,34"
"55,2","16,98","3497,46","628,662","392,695","97,009","1,77","255,267","246,764","249,62","295,096","306,4","253,378","248,61","558,57","554,229","545,625","531,621","552,932","599,652","597,967","66,63","1,34"
"55,2","16,98","3425,2","619,08","394,849","970,172","1,77","254,355","251,191","248,456","295,096","306,4","251,851","252,433","549,811","560,596","552,906","542,987","535,356","573,696","567,376","66,63","1,34"
"55,2","16,98","3409,18","623,291","396,504","970,255","1,77","253,477","245,149","249,598","295,096","306,4","248,225","248,829","570,432","557,544","564,209","549,238","532,526","519,815","501,966","66,63","1,34"
"55,2","16,98","340,82","619,72","397,676","970,337","1,77","252,411","252,301","250,389","295,096","306,4","247,445","249,565","564,351","550,516","556,818","545,019","527,459","531,331","513,66","66,63","1,34"
"55,2","16,98","1303,32","615,265","408,56","97,042","1,77","252,246","250,236","250,488","295,096","306,4","246,852","252,257","548,936","560,97","560,24","543,808","533,104","581,508","533,029","66,63","1,34"
"55,2","16,98","2265,82","618,774","402,231","970,502","1,77","251,125","250,17","250,302","295,096","306,4","246,566","250,071","545,682","539,414","571,219","559,356","545,965","572,604","537,63","66,63","1,34"
"55,2","16,98","3340,23","624,695","395,054","970,585","1,77","250,741","250,455","250,455","295,096","306,4","246,533","249,423","535,748","542,475","574,836","566,428","563,942","547,208","525,304","66,63","1,34"
"55,2","16,98","3431,64","613,678","406,245","970,667","1,77","249,961","249,928","250,302","295,096","306,4","247,094","250,884","548,06","545,195","558,194","563,535","567,217","521,831","534,324","66,63","1,34"
"55,2","16,98","3373,63","622,467","401,924","97,075","1,77","250,016","251,136","250,269","295,096","306,4","247,192","248,533","550,112","537,749","547,406","549,944","563,092","557,566","562,575","66,63","1,34"
"55,2","16,98","3363,67","618,683","400,283","970,832","1,77","249,489","249,126","249,895","295,096","306,4","247,939","248,071","547,484","539,28","542,817","536,703","561,415","578,344","600,037","66,63","1,34"
"55,2","16,98","3389,65","625,458","399,946","970,915","1,77","249,016","248,73","250,016","295,096","306,4","251,06","251,246","553,84","546,522","529,865","539,411","562,653","577,924","609,578","66,63","1,34"
"55,2","16,98","3399,61","621,643","404,883","970,997","1,77","248,95","251,158","249,862","295,096","306,4","252,521","248,632","574,611","538,088","515,755","559,159","560,087","564,092","591,48","66,63","1,34"
"55,2","16,98","3405,66","630,066","406,758","97,108","1,77","249,884","251,774","250,203","295,096","306,4","252,686","248,632","561,473","543,607","530,166","565,152","567,087","544,128","551,594","66,63","1,34"
"55,2","16,98","3427,34","619,781","400,459","971,162","1,77","249,115","253,301","249,521","295,096","306,4","252,125","251,345","541,528","559,321","544,997","551,68","561,857","534,832","525,905","66,63","1,34"
"55,2","16,98","3419,14","623,901","399,814","971,245","1,77","248,39","250,389","249,39","295,096","306,4","251,466","248,445","548,735","560,433","549,854","533,614","559,757","578,008","535,643","66,63","1,34"
"55,2","16,98","3409,18","628,632","404,634","971,327","1,77","248,851","255,619","250,323","295,096","306,4","249,313","248,785","533,521","538,029","546,677","539,827","557,72","593,436","548,747","66,63","1,34"
"55,2","16,98","3432,81","624,084","402,48","97,141","1,77","248,95","249,917","250,302","295,096","306,4","246,522","251,005","538,6","532,199","549,234","531,78","555,052","572,884","559,099","66,63","1,34"
"55,2","16,98","3521,68","620,575","401,206","971,492","1,77","248,203","247,05","250,455","295,096","306,4","247,588","253,048","548,11","532,336","557,594","549,664","543,403","539,032","546,514","66,63","1,34"
"55,2","16,98","3425,78","625,305","400,576","971,575","1,77","248,818","248,247","250,302","295,096","306,4","247,104","248,489","558,044","563,232","557,602","556,444","530,651","522,307","535,589","66,63","1,34"
"55,2","16,98","3414,06","626,221","400,488","971,657","1,77","248,95","248,511","250,269","295,096","306,4","246,973","247,632","559,546","568,67","557,36","557,03","528,75","520,29","534,1","66,63","1,34"
"55,2","16,98","3254,1","619,476","395,508","97,174","1,77","248,39","246,83","249,148","295,096","306,4","248,28","253,048","558,695","544,598","553,688","545,079","527,815","540,291","522,378","66,63","1,34"
"55,2","16,98","3185,35","625,549","396,87","971,822","1,77","248,104","249,708","249,137","295,096","306,4","250,005","252,697","558,545","564,906","561,294","545,953","518,75","579,52","541,416","66,63","1,34"
"55,2","16,98","3162,11","623,199","404,736","971,905","1,77","248,071","247,841","249,357","295,096","306,4","248,774","249,478","548,335","558,164","553,12","541,499","519,059","586,772","555,927","66,63","1,34"
"55,2","16,98","3163,67","627,228","395,845","971,987","1,77","247,511","250,214","248,643","295,096","306,4","251,125","249,324","544,832","553,805","554,174","560,544","537,648","535,056","557,363","66,63","1,34"
"55,2","16,98","3176,37","623,901","394,541","97,207","1,77","248,159","255,564","248,884","295,096","306,4","249,719","251,444","539,001","542,789","561,995","569,041","545,078","517,799","539,456","66,63","1,34"
"55,2","16,98","3167,19","628,876","392,886","972,152","176,971","248,478","245,028","251,191","295,096","306,4","249,39","249,005","541,854","556,806","549,987","557,969","556,589","539,227","525,523","66,63","1,34"
"55,2","16,98","3118,55","619,507","397,559","972,235","176,936","247,95","252,729","251,4","295,096","306,4","250,323","248,884","528,916","544,684","559,107","546,229","558,023","585,148","546,128","66,63","1,34"
"55,2","16,98","3123,83","631,165","397,192","972,317","176,902","247,852","250,334","250,06","295,096","306,4","250,302","251,378","530,342","547,83","553,336","538,223","559,343","607,772","576,365","66,63","1,34"
"55,2","16,98","3177,73","623,688","398,218","9,724","176,867","248,038","252,971","249,269","295,096","306,4","250,455","249,565","544,631","541,149","541,871","532,129","550,699","606,176","602,106","66,63","1,34"
"55,2","16,98","3234,57","622,986","398,438","972,302","176,833","248,632","253,004","249,357","295,096","306,4","250,488","249,357","553,84","542,672","525,411","537,226","560,367","580,668","595,979","66,63","1,34"
"55,2","16,98","3252,54","625,244","397,441","972,173","176,799","248,357","253,092","249,763","295,096","306,4","250,302","250,137","551,213","547,999","527,41","551,234","555,797","548,216","569,854","66,63","1,34"
"55,2","16,98","3234,57","620,941","397,764","972,043","176,764","249,038","256,487","249,642","295,096","306,4","250,829","252,697","567,128",545,"546,563","554,183","554,64","525,163","518,18","66,63","1,34"
"55,2","16,98","3209,57","621,155","394,614","971,914","17,673","248,61","251,29","249,609","295,096","306,4","250,554","248,643","571,332","558,277","542,464","548,325","544,805","536,259","505,137","66,63","1,34"
"55,2","16,98","3203,52","627,045","397,031","971,784","176,695","248,511","245,973","249,423","295,096","306,4","250,302","248,599","551,138","570,37","548,965","545,272","543,07","580,192","523,537","66,63","1,34"
"55,2","16,98","3213,67","617,157","398,306","971,655","176,661","248,137","249,137","250,137","295,096","306,4","250,455","252,466","546,683","565,814","550,34","563,518","550,091","585,12","544,755","66,63","1,34"
"55,2","16,98","3200,78","615,234","393,208","971,526","176,627","248,818","251,51","253,07","295,096","306,4","250,488","247,896","535,898","561,82","547,127","563,145","560,697",549,"541,329","66,63","1,34"
"55,2","16,98","3207,59","617,828","392,783","971,396","176,592","248,577","249,752","250,763","295,096","306,4","250,488","247,906","544,656","547,344","556,199","557,851","550,178","526,984","557,995","66,63","1,34"
"55,2","16,98","3235,55","623,474","400,84","971,267","176,558","248,137","252,378","249,895","295,096","306,4","250,488","252,367","552,914","544,88","555,605","546,073","553,181","551,351","565,832","66,63","1,34"
"55,2","16,98","3255,18","617,126","393,53","971,137","176,523","248,818","252,345","249,829","295,096","306,4","250,488","252,004","561,273","542,959","558,404","539,49","536,299","573,276","577,446","66,63","1,34"
"55,2","16,98","3257,81","624,146","394,731","971,008","176,489","248,203","253,367","249,269","295,096","306,4","250,488","248,632","555,742","547,915","558,061","536,681","532,216","578,68","591,072","66,63","1,34"
"55,2","16,98","3259,47","623,016","397,207","970,878","176,454","249,565","250,763","248,61","295,096","306,4","250,488","248,445","551,563","553,185","565,236","550,602","537,201","551,492","567,81","66,63","1,34"
"55,2","16,98","3264,75","610,626","402,539","970,749","17,642","250,389","247,467","248,884","295,096","306,4","250,488","251,873","530,192","554,426","556,9","564,748","556,836","524,715","522,54","66,63","1,34"
"55,2","16,98","3262,3","623,047","398,438","97,062","176,386","250,862","250,521","248,95","295,096","306,4","249,741","249,104","536,724","547,77","542,815","555,844","554,53","507,046","504,553","66,63","1,34"
"55,2","16,98","3255,08","619,385","398,555","97,049","176,351","251,862","248,906","248,95","295,096","306,4","250,17","248,698","548,735","545,62","542,466","555,899","554,943","563,643","527,504","66,63","1,34"
"55,2","16,98","3282,13","617,249","395,244","970,361","176,317","252,213","250,939","250,444","295,096","306,4","252,51","250,972","547,559","544,966","543,708","555,918","558,93","584,532","564,258","66,63","1,34"
"55,2","16,98","3300,39","614,99","401,851","970,231","176,282","252,993","252,114","251,082","295,096","306,4","249,917","248,752","556,818","548,254","520,937","540,586","551,634","585,428","579,346","66,63","1,34"
"55,2","16,98","3316,02","613,586","396,152","970,102","176,248","253,685","253,74","251,708","295,096","306,4","251,631","249,412","554,716","554,622","541,659","548,847","557,719","551,94","576,784","66,63","1,34"
"55,2","16,98","3318,36","618,073","399,902","969,973","176,213","253,597","251,949","251,62","295,096","306,4","251,093","251,477","565,101","546,494","522,179","547,797","561,853","524,155","561,964","66,63","1,34"
"55,2","16,98","3318,36","618,896","400,781","969,843","176,179","253,564","251,587","251,587","295,096","306,4","250,928","251,807","567,053","544,88","517,97","547,27","562,35","520,29","559,48","66,63","1,34"
"55,2","16,98","3301,76","607,666","399,375","969,714","176,145","253,213","250,708","250,708","295,096","306,4","249,346","250,049","544,231","548,056","546,026","561,014","556,182","529,258","526,376","66,63","1,34"
"55,2","16,98","3290,53","610,718","399,258","969,584","17,611","253,652","251,191","248,555","295,096","306,4","250,708","250,488","535,723","564,258","548,288","553,202","557,72","548,972","517,22","66,63","1,34"
"55,2","16,98","493,359","609,741","398,613","969,455","176,076","253,433","250,664","248,071","295,096","306,4","250,972","250,005","544,231","564,03","546,668","529,766","554,082","576,636","538,184","66,63","1,34"
"55,2","16,98","195,898","614,502","400,547","969,325","176,041","253,169","246,973","247,896","295,096","306,4","251,279","248,774","559,746","556,21","548,72","522,738","553,428","588,732","577,912","66,63","1,34"
"55,2","16,98","2538,09","612,427","402,012","969,196","176,007","254,004","249,609","250,664","295,096","306,4","252,773","249,917","553,04","543,182","550,124","546,014","547,804","580,444","589,608","66,63","1,34"
"55,2","16,98","3146,19","615,479","402,246","969,067","176,028","253,345","255,059","251,016","295,096","306,4","251,016","252,729","550,137","538,99","549,476","556,95","550,338","551,996","573,164","66,63","1,34"
"55,2","16,98","3219,82","612,549","394,98","968,937","176,062","253,652","248,115","251,631","295,096","306,4","250,664","250,708","550,437","535,026","554,444","557,576","543,842","514,132","527,812","66,63","1,34"
"55,2","16,98","3241,5","609,131","405,352","968,808","176,097","253,784","245,918","251,807","295,096","306,4","251,938","249,521","550,537","546,808","554,444","555,86","548,578","524,666","507,398","66,63","1,34"
"55,2","16,98","3220,9","612,915","400,898","968,678","176,131","252,905","248,511","250,049","295,096","306,4","250,664","251,323","556,543","548,62","555,848","554,534","542,302","574,06","515,012","66,63","1,34"
"55,2","16,98","3175,29","613,525","396,211","968,822","176,166","252,51","246,533","249,082","295,096","306,4","250,444","247,939","562,048","545,56","554,552","552,108","531,944","595,564","543,59","66,63","1,34"
"55,2","16,98","3159,67","611,45","394,336","969,034","1,762","251,938","250,444","248,599","295,096","306,4","250,488","250,313","562,649","552,136","549,368","553,44","539,546","568,124","549,22","66,63","1,34"
"55,2","16,98","3154,88","615,356","406,934","969,246","176,234","251,104","253,872","248,862","295,096","306,4","250,313","248,687","543,73","549,414","548,612","552,654","541,09","533,292","546,792","66,63","1,34"
"55,2","16,98","3147,66","619,873","402,891","969,458","176,269","250,752","250,576","250,181","295,096","306,4","251,147","248,247","535,823","553,264","546,136","541,092","539,102","547,068","551,976","66,63","1,34"
"55,2","16,98","3139,84","630,005","398,73","969,671","176,303","250,532","249,082","251,543","295,096","306,4","250,313","252,158","540,627","542,734","543,762","555,784","547,916","570,588","570,186","66,63","1,34"
"55,2","16,98","3176,86","621,582","404,004","969,883","176,338","249,961","253,872","251,982","295,096","306,4","250,225","248,73","542,83","547,038","558,434","574,216","550,67","563,532","557,604","66,63","1,34"
"55,2","16,98","3196,88","618,896","403,125","970,095","176,372","249,829","250,532","251,851","295,096","306,4","250,444","250,444","545,833","546,586","552,714","549,61","546,812","540,012","533,106","66,63","1,34"
"55,2","16,98","3222,46","626,709","401,133","970,307","176,407","250,005","251,851","249,873","295,096","306,4","250,84","248,687","552,939","551,908","549,476","526,956","541,86","541,58","547,454","66,63","1,34"
"55,2","16,98","3228,22","617,92","406,172","970,519","176,441","249,521","251,587","249,39","295,096","306,4","250,4","251,06","554,541","546,58","544,516","523,05","541,75","586,268","584,094","66,63","1,34"
"55,2","16,98","3228,52","623,535","401,426","970,731","176,476","249,565","251,367","249,214","295,096","306,4","250,444","248,818","560,947","556,208","551,098","538,362","544,61","596,572","586,296","66,63","1,34"
"55,2","16,98","3218,55","617,31","405,996","970,944","17,651","249,434","250,313","249,346","295,096","306,4","250,313","248,774","565,352","557,232","553,904","559,062","538,662","539,556","521,74","66,63","1,34"
"55,2","16,98","3205,18","623,535","406,348","971,156","176,545","249,038","249,17","249,214","295,096","306,4","250,62","251,235","545,232","550,884","551,528","550,784","543,618","517,266","495,368","66,63","1,34"
"55,2","16,98","3196,48","622,192","396,211","971,368","176,579","249,478","250,708","249,17","295,096","306,4","250,532","249,17","538,826","545,786","535,776","547,66","547,038","555,578","523,176","66,63","1,34"
"55,2","16,98","3193,65","621,338","393,516","97,158","176,614","249,434","252,554","249,17","295,096","306,4","251,016","250,796","538,125","563,464","536,744","552,348","559,816","601,5","558,158","66,63","1,34"
"55,2","16,98","3193,36","621,338","393,457","971,792","176,648","249,39","252,905","249,17","295,096","306,4","251,147","251,367","538,025","568,11","537,93","553,52","562,9","610,46",565,"66,63","1,34"
"55,2","16,98","3209,96","617,432","393,457","972,004","176,683","249,038","253,081","248,994","295,096","306,4","249,214","250,488","538,025","564,03","546,13","567,888","562,02","595,228","576,48","66,63","1,34"
"55,2","16,98","3232,81","620,361","400,254","972,216","176,717","249,478","250,137","251,235","295,096","306,4","248,555","248,862","550,837","551,682","543,004","565,856","561,8","569,468","571,846","66,63","1,34"
"55,2","16,98","3242,97","615,967","395,156","972,429","176,752","248,555","250,093","251,807","295,096","306,4","249,214","249,917","558,445","549,298","541,278","548,826","554,744","541,132","550,546","66,63","1,34"
"55,2","16,98","3207,62","619,019","399,785","972,641","176,786","249,17","252,554","251,807","295,096","306,4","250,269","252,554","552,339","549,866","554,122","540,856","552,98","544,828","540,394","66,63","1,34"
"55,2","16,98","3227,73","613,77","402,773","972,853","176,821","249,038","250,313","250,049","295,096","306,4","249,961","248,906","534,521","545,452","550,016","543,904","554,308","590,636","562,902","66,63","1,34"
"55,2","16,98","3255,66","622,925","393,984","973,065","176,855","249,302","250,313","248,73","295,096","306,4","250,356","248,73","530,117","547,944","558,54","543,672","548,912","609,116","594,908","66,63","1,34"
"55,2","16,98","3283,01","612,915","402,949","973,277","17,689","249,038","250,137","249,038","295,096","306,4","250,313","251,938","540,027","543,866","565,882","549,296","552,768","555,02","538,292","66,63","1,34"
"55,2","16,98","3295,41","624,39","398,027","973,489","176,924","248,774","249,873","249,346","295,096","306,4","250,269","250,049","559,346","558,932","557,142","548,284","550,562","523,988","518,542","66,63","1,34"
"55,2","16,98","3253,71","625,61","403,125","973,701","176,959","248,73","249,653","249,39","295,096","306,4","250,269","249,741","562,749","549,418","559,836","545,156","553,208","541,69","530,79","66,63","1,34"
"55,2","16,98","3216,21","622,559","398,789","973,914","176,993","248,555","254,18","249,565","295,096","306,4","250,444","251,06","556,543","545,108","557,25","550,466","532,938","568,684","534,988","66,63","1,34"
"55,2","16,98","3220,9","627,319","396,563","974,126","1,77","248,862","253,564","249,258","295,096","306,4","250,313","249,082","542,629","556,664","557,576","558,206","536,018","570,028","533,442","66,63","1,34"
"55,2","16,98","3227,64","623,779","398,73","974,338","1,77","248,774","251,367","249,346","295,096","306,4","250,444","247,808","538,325","552,81","555,74","575,706","547,806","553,34","545,8","66,63","1,34"
"55,2","16,98","3245,12","622,559","399,551","97,455","1,77","248,555","249,697","249,214","295,096","306,4","249,961","252,554","548,435","552,926","555,2","568,754","559,926","534,188","552,968","66,63","1,34"
"55,2","16,98","3282,91","626,953","397,5","974,762","1,77","247,983","252,554","249,521","295,096","306,4","249,653","248,862","557,043","537,972","550,448","553,828","548,686","540,236","567,208","66,63","1,34"
"55,2","16,98","3313,96","626,099","399,785","97,471","1,77","248,379","250,532","249,434","295,096","306,4","250,137","251,323","559,346","534,12","539,332","538,596","545,27","575,404","595,68","66,85","1,15"
"55,2","16,98","3351,56","624,634","398,848","974,592","1,77","248,159","249,478","250,62","295,096","306,4","249,39","248,555","555,142","535,936","537,714","536,798","548,358","581,34","598,434","66,85","1,15"
"55,2","16,98","3408,89","612,183","394,453","974,475","1,77","248,599","248,335","251,104","295,096","306,4","249,346","250,972","554,841","551,342","528,866","541,174","553,098","553,004","579,454","66,85","1,15"
"55,2","16,98","3474,41","620,85","392,988","974,357","1,77","249,258","250,532","251,675","295,096","306,4","249,565","248,994","551,438","563,688","537,392","547,19","547,034","525,444","528,146","66,85","1,15"
"55,2","16,98","3476,07","621,338","394,512","974,239","1,77","249,214","251,675","251,455","295,096","306,4","249,434","248,994","534,121","555,872","548,29","541,56","549,678","529,258","504,09","66,85","1,15"
"55,2","16,98","3474,61","621,216","389,766","974,121","1,77","248,994","250,225","251,367","295,096","306,4","249,038","250,928","542,429","541,596","550,34","548,904","548,58","565,548","528,368","66,85","1,15"
"55,2","16,98","3451,37","625,244","397,617","974,003","1,77","248,774","250,708","251,719","295,096","306,4","249,478","248,555","550,737","546,81","554,66","551,482","538,334","585,708","540,058","66,85","1,15"
"55,2","16,98","3425,68","620,361","396,621","973,885","1,77","248,555","250,928","249,17","295,096","306,4","250,137","249,785","556,443","551,57","555,74","548,752","545,166","562,188","543,918","66,85","1,15"
"55,2","16,98","3418,55","616,455","400,488","973,767","1,77","249,565","248,643","248,511","295,096","306,4","249,917","250,796","545,933","547,266","555,308","538,362","546,592","529,588","548,116","66,85","1,15"
"55,2","16,98","3417,97","613,892","400,02","97,365","1,77","249,478","247,896","248,335","295,096","306,4","249,653","248,994","545,833","550,548","546,568","539,372","545,93","539,674","556,944","66,85","1,15"
"55,2","16,98","3431,25","613,403","399,609","973,532","1,77","249,39","247,852","248,291","295,096","306,4","249,609","248,511","546,533","551,68","544,41","540,23","545,82","543,82","558,93","66,85","1,15"
"55,2","16,98","3416,99","613,892","402,188","973,414","1,77","249,39","254,707","248,291","295,096","306,4","250,137","249,917","559,346","550,32","553,906","557,11","553,756","551,884","561,138","66,85","1,15"
"55,2","16,98","3387,5","623,779","402,363","973,296","1,77","249,038","250,269","250,049","295,096","306,4","247,456","251,499","549,736","549,524","551,528","551,018","544,284","561,068","565,666","66,85","1,15"
"55,2","16,98","3382,81","623,291","397,793","973,178","1,77","250,005","248,555","251,543","295,096","306,4","246,929","250,225","562,148","545,338","561,132","555,624","544,5","559,276","556,06","66,85","1,15"
"55,2","16,98","3339,65","621,582","393,633","97,306","1,77","249,214","250,62","251,807","295,096","306,4","247,852","250,005","559,646","563,352","556,062","558,98","545,27","552,556","550,322","66,85","1,15"
"55,2","16,98","3307,13","623,779","396,855","972,942","1,77","248,95","252,378","251,455","295,096","306,4","248,423","251,455","551,238","565,838","541,6","558,122","541,75","555,58","546,462","66,85","1,15"
"55,2","16,98","3291,11","614,624","395,742","972,825","1,77","248,95","251,631","249,434","295,096","306,4","248,511","248,291","553,54","544,886","537,174","548,122","546,158","556,252","536,858","66,85","1,15"
"55,2","16,98","3277,44","618,53","398,496","972,707","1,77","249,126","253,828","248,95","295,096","306,4","248,687","247,939","554,141","547,038","528,218","556,012","548,8","538,668","535,098","66,85","1,15"
"55,2","16,98","3265,43","626,465","402,363","972,589","1,77","249,17","252,51","248,95","295,096","306,4","249,609","252,29","535,222","547,034","535,556","544,846","565,434","549,084","544,914","66,85","1,15"
"55,2","16,98","3285,25","633,423","408,984","972,471","1,77","248,994","245,874","248,599","295,096","306,4","248,774","249,653","546,934","548,396","547,858","541,098","562,902","568,012","557,94","66,85","1,15"
"55,2","16,98","3295,7","635,742","401,543","972,353","1,77","248,774","254,355","248,862","295,096","306,4","249,038","249,434","544,231","544,314","540,412","525,7","562,57","580,78","585,75","66,85","1,15"
"55,2","16,98","3328,5","632,08","404,473","972,235","1,77","248,906","246,489","251,411","295,096","306,4","249,346","252,422","548,936","534,572","544,41","542,502","559,372","560,172","589,392","66,85","1,15"
"55,2","16,98",3350,"627,197","400,84","972,117","1,77","249,653","249,17","252,378","295,096","306,4","249,39","248,555","546,934","546,468","537,39","552,028","558,05","537,884","570,626","66,85","1,15"
"55,2","16,98","3323,83","625,732","401,484","9,72","1,77","248,774","252,422","252,29","295,096","306,4","249,39","251,279","546,433","557,228","540,846","553,44","550,892","532,844","527,26","66,85","1,15"
"55,2","16,98","3327,34","638,794","399,609","971,882","1,77","248,687","251,323","250,664","295,096","306,4","249,39","248,027","540,127","546,808","553,474","546,016","539,434","555,916","526,822","66,85","1,15"
"55,2","16,98","3364,45",625,"397,617","971,764","1,77","249,609","249,346","249,565","295,096","306,4","249,565","251,895","538,926","550,094","554,552","528,828","544,058","575,628","535,756","66,85","1,15"
"55,2","16,98","3415,23","630,005","404,063","971,646","1,77","249,126","252,466","249,038","295,096","306,4","249,434","248,906","551,038","552,136","558,432","528,128","548,468","574,172","553,746","66,85","1,15"
"55,2","16,98","3432,03","629,883","395,918","971,528","1,77","249,653","254,224","249,302","295,096","306,4","249,39","249,609","558,044","553,154","559,078","536,406","536,354","543,82","559,15","66,85","1,15"
"55,2","16,98","3414,84","631,714","400,723","97,141","1,77","249,829","250,4","249,214","295,096","306,4","249,741","251,104","561,848","547,492","554,226","553,592","522,584","525,332","552,864","66,85","1,15"
"55,2","16,98","3413,28","625,977","398,789","971,575","1,77","250,181","247,456","248,994","295,096","306,4","250,356","250,137","562,148","548,284","550,448","567,732","537,124","534,634","522,514","66,85","1,15"
"55,2","16,98","3414,06","622,065","393,611","97,181","1,77","250,436","250,991","248,95","295,096","306,4","248,982","250,164","552,515","557,048","552,269","558,409","535,127","550,033","519,965","66,85","1,15"
"55,2","16,98","3410,94","621,338","392,285","972,046","1,77","250,488","252,246","248,95","295,096","306,4","248,511","250,269","549,536","559,61","553,04","554,69","533,16","553,9","521,41","66,85","1,15"
"55,2","16,98","3430,47","622,733","396,973","972,281","1,77","250,488","248,73","249,955","295,096","306,4","248,511","251,775","541,528","554,863","554,686","537,128","533,579","573,1","520,572","66,85","1,15"
"55,2","16,98","3426,17","630,493","401,294","972,516","1,77","250,818","247,632","251,093","295,096","306,4","249,664","249,609","538,651","547,432","552,77","535,158","542,38","577,84","542,24","66,85","1,15"
"55,2","16,98","3398,83","634,766","398,95","972,752","1,77","251,587","250,433","251,697","295,096","306,4","250,049","249,554","544,531","546,297","554,39","545,997","548,165","578,68","574,795","66,85","1,15"
